ts,size,n,m,p,totaltime
1717088617193,4,500,500,500,8198
1717088629497,4,500,500,500,3235
1717088637145,4,500,500,500,3469
1717088644501,4,500,500,500,3402
1717088652969,4,500,500,500,3745
1717088660709,4,500,500,500,3659
1717088672293,4,500,500,500,3389
1717088679709,4,500,500,500,3141
1717088687325,4,500,500,500,3499
1717088694825,4,500,500,500,5863
1717088704973,4,500,500,500,3448
1717088713073,4,500,500,500,5613
1717088722745,4,500,500,500,3698
1717088730625,4,500,500,500,3520
1717109285899,2,750,750,750,13136
1717109308963,2,750,750,750,13270
1717109332129,2,750,750,750,10939
1717109352624,2,750,750,750,10860
1717109376608,2,750,750,750,13048
1717109399289,2,750,750,750,10699
1717109419820,2,750,750,750,12321
1717109441685,2,750,750,750,10994
1717109462629,2,750,750,750,10839
1717109483326,2,750,750,750,11653
1717109504394,2,750,750,750,10774
1717109525103,2,750,750,750,15254
1717109549954,2,750,750,750,10923
1717109570323,2,750,750,750,10929
1717109595011,2,750,750,750,13406
1717109618062,2,750,750,750,10725
1717109638340,2,750,750,750,15707
1717109663815,2,750,750,750,10901
1717109684327,2,750,750,750,10858
1717109876077,2,750,750,750,13632
1717109899139,2,750,750,750,10748
1717109919707,2,750,750,750,11414
1717109941735,2,750,750,750,11067
1717109963375,2,750,750,750,11102
1717109986535,2,750,750,750,11625
1717110008117,2,750,750,750,11337
1717110028923,2,750,750,750,11140
1717110051337,2,750,750,750,10714
1717110072190,2,750,750,750,11304
1717110093225,2,750,750,750,11389
1717110114221,2,750,750,750,11216
1717110138353,2,750,750,750,11080
1717110159172,2,750,750,750,11695
1717110180551,2,750,750,750,12335
1717110204103,2,750,750,750,11057
1717110225136,2,750,750,750,11230
1717110246805,2,750,750,750,12236
1717110268812,2,750,750,750,12384
1717110290876,2,750,750,750,11821
1717110313617,2,750,750,750,11776
1717110335410,2,750,750,750,11235
1717110356859,2,750,750,750,10799
1717110377629,2,750,750,750,14218
1717110402360,2,750,750,750,10899
1717110423203,2,750,750,750,13609
1717110446503,2,750,750,750,11748
1717110469530,2,750,750,750,11208
1717110490330,2,750,750,750,11744
1717110511606,2,750,750,750,14315
1717110536046,2,750,750,750,11502
1717110557173,2,750,750,750,10758
1717110578886,2,750,750,750,15025
1717110604802,2,750,750,750,10906
1717110625399,2,750,750,750,11317
1717110650559,2,750,750,750,10751
1717110673757,2,750,750,750,10983
1717110695695,2,750,750,750,13599
1717110718962,2,750,750,750,17124
1717110746890,2,750,750,750,11001
1717110767662,2,750,750,750,14027
1717110791416,2,750,750,750,10618
1717110812277,2,750,750,750,10678
1717110833042,2,750,750,750,13974
1717110856568,2,750,750,750,12028
1717110877868,2,750,750,750,11750
1717110901857,2,750,750,750,10661
1717110922403,2,750,750,750,10988
1717110943736,2,750,750,750,13362
1717110967003,2,750,750,750,11388
1717110987898,2,750,750,750,10892
1717111012388,2,750,750,750,13516
1717111035999,2,750,750,750,13588
1717111060403,2,750,750,750,11852
1717111082343,2,750,750,750,11494
1717111103674,2,750,750,750,10954
1717111124484,2,750,750,750,10888
1717111148565,2,750,750,750,10914
1717111169309,2,750,750,750,14249
1717111193478,2,750,750,750,10815
1717111222298,2,750,750,750,11133
1717111243234,2,750,750,750,10758
1717111263377,2,750,750,750,12858
1717111286248,2,750,750,750,12671
1717111308860,2,750,750,750,10769
1717111331359,2,750,750,750,17664
1717111361548,2,750,750,750,11280
1717111382555,2,750,750,750,12437
1717111405009,2,750,750,750,12142
1717111426615,2,750,750,750,12194
1717111448405,2,750,750,750,11425
1717111469353,2,750,750,750,13621
1717111494518,2,750,750,750,10772
1717111514999,2,750,750,750,16593
1717111541026,2,750,750,750,10650
1717111561108,2,750,750,750,11046
1717111586750,2,750,750,750,11392
1717111607544,2,750,750,750,11371
1717111629227,2,750,750,750,10729
1717111649675,2,750,750,750,15462
1717111675075,2,750,750,750,11325
1717111696134,2,750,750,750,12663
1717111717921,2,750,750,750,10714
1717111738178,2,750,750,750,10575
1717111762506,2,750,750,750,16146
1717111788136,2,750,750,750,10605
1717111808467,2,750,750,750,12204
1717111830952,2,750,750,750,11276
1717111852517,2,750,750,750,10830
1717111879200,2,750,750,750,15288
1717111904259,2,750,750,750,10703
1717111925124,2,750,750,750,11186
1717111946862,2,750,750,750,12980
1717111969858,2,750,750,750,10984
1717111991676,2,750,750,750,16491
1717112018508,2,750,750,750,10786
1717112039874,2,750,750,750,11009
1717112062260,2,750,750,750,16691
1717112089834,2,750,750,750,10864
1717112112134,2,750,750,750,10814
1717112133563,2,750,750,750,13392
1717114493505,2,750,750,750,11833
1717114549952,3,750,750,750,10809
1717114567679,3,750,750,750,8194
1717114582345,3,750,750,750,7678
1717114596663,3,750,750,750,13521
1717114616839,3,750,750,750,10829
1717114634984,3,750,750,750,7530
1717114650331,3,750,750,750,7434
1717114666064,3,750,750,750,8019
1717114680768,3,750,750,750,7028
1717114697669,3,750,750,750,7696
1717114713215,3,750,750,750,12183
1717114733704,3,750,750,750,7455
1717114748526,3,750,750,750,9048
1717114764553,3,750,750,750,7469
1717114779588,3,750,750,750,8882
1717114795680,3,750,750,750,7827
1717114813180,3,750,750,750,7366
1717114828543,3,750,750,750,10565
1717114846039,3,750,750,750,7963
1717114860831,3,750,750,750,12922
1717114880291,3,750,750,750,7815
1717114894971,3,750,750,750,18185
1717114919780,3,750,750,750,7617
1717114934298,3,750,750,750,7525
1717114948718,3,750,750,750,8253
1717114970023,3,750,750,750,8631
1717114985187,3,750,750,750,11293
1717115003829,3,750,750,750,8961
1717115020720,3,750,750,750,7877
1717115037179,3,750,750,750,11031
1717115055411,3,750,750,750,8690
1717115070917,3,750,750,750,7559
1717115085150,3,750,750,750,9544
1717115102599,3,750,750,750,7728
1717115117044,3,750,750,750,9895
1717115134669,3,750,750,750,7536
1717115150540,3,750,750,750,7560
1717115164388,3,750,750,750,8027
1717115187783,3,750,750,750,8567
1717115202840,3,750,750,750,15573
1717115225184,3,750,750,750,8552
1717115240315,3,750,750,750,8109
1717115254921,3,750,750,750,7676
1717115269610,3,750,750,750,7634
1717115283816,3,750,750,750,7771
1717115300566,3,750,750,750,8528
1717115316099,3,750,750,750,7777
1717115337868,3,750,750,750,7873
1717115352119,3,750,750,750,12846
1717115371739,3,750,750,750,15029
1717115393514,3,750,750,750,8896
1717115410563,3,750,750,750,11125
1717115428313,3,750,750,750,8481
1717115443751,3,750,750,750,7542
1717115458067,3,750,750,750,8679
1717115474567,3,750,750,750,7676
1717115488775,3,750,750,750,9599
1717115504845,3,750,750,750,10255
1717115528427,3,750,750,750,7970
1717115543519,3,750,750,750,10630
1717115560806,3,750,750,750,11729
1717115579548,3,750,750,750,8215
1717115599406,3,750,750,750,7256
1717115613472,3,750,750,750,13418
1717115633883,3,750,750,750,8103
1717115648503,3,750,750,750,13217
1717115670762,3,750,750,750,9324
1717115687151,3,750,750,750,7334
1717115701388,3,750,750,750,13862
1717115721507,3,750,750,750,7850
1717115735992,3,750,750,750,8966
1717115751726,3,750,750,750,7407
1717115766039,3,750,750,750,10042
1717115782883,3,750,750,750,7525
1717115799115,3,750,750,750,11353
1717115818963,3,750,750,750,7637
1717115838320,3,750,750,750,7343
1717115852182,3,750,750,750,11721
1717115870773,3,750,750,750,7965
1717115886116,3,750,750,750,11372
1717115906389,3,750,750,750,7800
1717115921053,3,750,750,750,7690
1717115937764,3,750,750,750,9978
1717115955878,3,750,750,750,7873
1717115971002,3,750,750,750,7387
1717115989916,3,750,750,750,7207
1717116011224,3,750,750,750,7453
1717116026064,3,750,750,750,8376
1717116041104,3,750,750,750,7852
1717116061527,3,750,750,750,14326
1717116082787,3,750,750,750,9443
1717116099124,3,750,750,750,7656
1717116114838,3,750,750,750,17084
1717116139165,3,750,750,750,7314
1717116153144,3,750,750,750,7469
1717116167051,3,750,750,750,7721
1717116187459,3,750,750,750,7446
1717116201412,3,750,750,750,9084
1717116220619,3,750,750,750,12839
1717116239851,3,750,750,750,8112
1717116254331,3,750,750,750,7922
1717116268831,4,750,750,750,6677
1717116282611,4,750,750,750,8290
1717116298663,4,750,750,750,6595
1717116312439,4,750,750,750,13143
1717116342411,4,750,750,750,6582
1717116356499,4,750,750,750,7250
1717116372715,4,750,750,750,7823
1717116388099,4,750,750,750,7202
1717116409955,4,750,750,750,8086
1717116425291,4,750,750,750,7879
1717116440951,4,750,750,750,6721
1717116456179,4,750,750,750,8201
1717116472059,4,750,750,750,18128
1717116497855,4,750,750,750,6585
1717116514039,4,750,750,750,6512
1717116528235,4,750,750,750,6882
1717116544711,4,750,750,750,6776
1717116559595,4,750,750,750,23294
1717116590323,4,750,750,750,6450
1717116604095,4,750,750,750,6834
1717116618383,4,750,750,750,6854
1717116638375,4,750,750,750,6766
1717116652215,4,750,750,750,15034
1717116674827,4,750,750,750,12394
1717116694647,4,750,750,750,10400
1717116712575,4,750,750,750,9337
1717116732294,4,750,750,750,9047
1717116748819,4,750,750,750,7022
1717116769255,4,750,750,750,13757
1717116790239,4,750,750,750,6739
1717116804175,4,750,750,750,6637
1717116818159,4,750,750,750,6569
1717116834251,4,750,750,750,12192
1717116853767,4,750,750,750,14815
1717116881123,4,750,750,750,6440
1717116895103,4,750,750,750,6659
1717116909267,4,750,750,750,6476
1717116923399,4,750,750,750,6340
1717116937743,4,750,750,750,7697
1717116956091,4,750,750,750,6670
1717116976731,4,750,750,750,8385
1717116995851,4,750,750,750,7263
1717117010891,4,750,750,750,6619
1717117026911,4,750,750,750,8836
1717117045055,4,750,750,750,16585
1717117069119,4,750,750,750,6190
1717117082735,4,750,750,750,7858
1717117097887,4,750,750,750,7423
1717117118351,4,750,750,750,6980
1717117132515,4,750,750,750,6838
1717117153347,4,750,750,750,6520
1717117172171,4,750,750,750,6719
1717117187971,4,750,750,750,7181
1717117202447,4,750,750,750,12685
1717117224187,4,750,750,750,7754
1717117246159,4,750,750,750,6934
1717117267951,4,750,750,750,6617
1717117282131,4,750,750,750,13379
1717117304687,4,750,750,750,11981
1717117324315,4,750,750,750,13346
1717117345071,4,750,750,750,7641
1717117360043,4,750,750,750,6780
1717117374567,4,750,750,750,6618
1717117397299,4,750,750,750,6679
1717117412019,4,750,750,750,8493
1717117427947,4,750,750,750,6820
1717117443691,4,750,750,750,7218
1717117462575,4,750,750,750,7645
1717117480503,4,750,750,750,7438
1717117495483,4,750,750,750,13610
1717117516995,4,750,750,750,6869
1717117531443,4,750,750,750,9818
1717117548719,4,750,750,750,20856
1717117577055,4,750,750,750,6363
1717117592047,4,750,750,750,6870
1717117605927,4,750,750,750,8209
1717117622007,4,750,750,750,6859
1717117636259,4,750,750,750,7207
1717117661691,4,750,750,750,6484
1717117675355,4,750,750,750,9145
1717117694367,4,750,750,750,8611
1717117712023,4,750,750,750,8338
1717117729371,4,750,750,750,7303
1717117763455,4,750,750,750,10887
1717117784743,4,750,750,750,6961
1717117799807,4,750,750,750,20388
1717117827523,4,750,750,750,6871
1717117841783,4,750,750,750,7162
1717117861827,4,750,750,750,10156
1717117882271,4,750,750,750,14543
1717117904819,4,750,750,750,7026
1717117919611,4,750,750,750,6921
1717117935335,4,750,750,750,11042
1717117961579,4,750,750,750,6478
1717117977883,4,750,750,750,6619
1717117994967,4,750,750,750,9029
1717118011563,4,750,750,750,17603
1717118036220,4,750,750,750,9654
1717118053183,4,750,750,750,7238
1717118067611,4,750,750,750,8310
1717118085055,4,750,750,750,7222
1717172452351,2,10,10,10,179
1717172454203,2,10,10,10,173
1717172456031,2,10,10,10,177
1717172457852,2,10,10,10,175
1717172459669,2,10,10,10,174
1717172461531,2,10,10,10,175
1717172463404,2,10,10,10,175
1717172465244,2,10,10,10,176
1717172467176,2,10,10,10,175
1717172469003,2,10,10,10,183
1717172470862,2,10,10,10,177
1717172472747,2,10,10,10,178
1717172474792,2,10,10,10,175
1717172476607,2,10,10,10,176
1717172478482,2,10,10,10,174
1717172480337,2,10,10,10,176
1717172482151,2,10,10,10,175
1717172484007,2,10,10,10,175
1717172485864,2,10,10,10,176
1717172487718,2,10,10,10,176
1717172489599,2,10,10,10,175
1717172491592,2,10,10,10,176
1717172493415,2,10,10,10,175
1717172495303,2,10,10,10,176
1717172497232,2,10,10,10,189
1717172499112,2,10,10,10,174
1717172501004,2,10,10,10,174
1717172502902,2,10,10,10,175
1717172504737,2,10,10,10,176
1717172506675,2,10,10,10,177
1717172508515,2,10,10,10,176
1717172510331,2,10,10,10,175
1717172512171,2,10,10,10,174
1717172514010,2,10,10,10,176
1717172515832,2,10,10,10,177
1717172517736,2,10,10,10,174
1717172519565,2,10,10,10,176
1717172521415,2,10,10,10,174
1717172523381,2,10,10,10,177
1717172525242,2,10,10,10,176
1717172527125,2,10,10,10,175
1717172529044,2,10,10,10,176
1717172530860,2,10,10,10,175
1717172532688,2,10,10,10,176
1717172534531,2,10,10,10,176
1717172536357,2,10,10,10,174
1717172538239,2,10,10,10,175
1717172540137,2,10,10,10,175
1717172541961,2,10,10,10,175
1717172543907,2,10,10,10,175
1717172545782,2,10,10,10,174
1717172547635,2,10,10,10,177
1717172549639,2,10,10,10,175
1717172551520,2,10,10,10,176
1717172553354,2,10,10,10,176
1717172555438,2,10,10,10,178
1717172557311,2,10,10,10,175
1717172559157,2,10,10,10,174
1717172560992,2,10,10,10,174
1717172562872,2,10,10,10,174
1717172565196,2,10,10,10,175
1717172567041,2,10,10,10,176
1717172568926,2,10,10,10,175
1717172570763,2,10,10,10,176
1717172572621,2,10,10,10,175
1717172574521,2,10,10,10,176
1717172576355,2,10,10,10,176
1717172578187,2,10,10,10,176
1717172580152,2,10,10,10,176
1717172581993,2,10,10,10,175
1717172583833,2,10,10,10,175
1717172585803,2,10,10,10,175
1717172587653,2,10,10,10,176
1717172589488,2,10,10,10,177
1717172591465,2,10,10,10,177
1717172593301,2,10,10,10,174
1717172595121,2,10,10,10,177
1717172596956,2,10,10,10,176
1717172598779,2,10,10,10,174
1717172600609,2,10,10,10,176
1717172602546,2,10,10,10,175
1717172604381,2,10,10,10,177
1717172606227,2,10,10,10,174
1717172608084,2,10,10,10,176
1717172609914,2,10,10,10,177
1717172611780,2,10,10,10,174
1717172613770,2,10,10,10,175
1717172615601,2,10,10,10,176
1717172617465,2,10,10,10,176
1717172619424,2,10,10,10,175
1717172621261,2,10,10,10,176
1717172623116,2,10,10,10,175
1717172625770,2,10,10,10,176
1717172627636,2,10,10,10,175
1717172629503,2,10,10,10,177
1717172631392,2,10,10,10,177
1717172633224,2,10,10,10,175
1717172635154,2,10,10,10,175
1717172637003,2,10,10,10,175
1717172638834,2,10,10,10,175
1717172640725,2,10,10,10,175
1717172642731,3,10,10,10,170
1717172644799,3,10,10,10,167
1717172646963,3,10,10,10,208
1717172649059,3,10,10,10,166
1717172651171,3,10,10,10,170
1717172653299,3,10,10,10,171
1717172655435,3,10,10,10,173
1717172658161,3,10,10,10,210
1717172660263,3,10,10,10,170
1717172662347,3,10,10,10,210
1717172664443,3,10,10,10,210
1717172666547,3,10,10,10,211
1717172668667,3,10,10,10,211
1717172670775,3,10,10,10,215
1717172672915,3,10,10,10,211
1717172674982,3,10,10,10,182
1717172677135,3,10,10,10,209
1717172679190,3,10,10,10,211
1717172681295,3,10,10,10,213
1717172683458,3,10,10,10,211
1717172685539,3,10,10,10,169
1717172687621,3,10,10,10,282
1717172689843,3,10,10,10,211
1717172691971,3,10,10,10,172
1717172694060,3,10,10,10,192
1717172696239,3,10,10,10,211
1717172698347,3,10,10,10,212
1717172700431,3,10,10,10,170
1717172702540,3,10,10,10,214
1717172704655,3,10,10,10,216
1717172706763,3,10,10,10,210
1717172709163,3,10,10,10,211
1717172711251,3,10,10,10,209
1717172713335,3,10,10,10,211
1717172715477,3,10,10,10,211
1717172717623,3,10,10,10,210
1717172719759,3,10,10,10,210
1717172721894,3,10,10,10,220
1717172723987,3,10,10,10,301
1717172726175,3,10,10,10,173
1717172728255,3,10,10,10,210
1717172730351,3,10,10,10,217
1717172732447,3,10,10,10,215
1717172734607,3,10,10,10,209
1717172736679,3,10,10,10,213
1717172738767,3,10,10,10,170
1717172740895,3,10,10,10,209
1717172742951,3,10,10,10,168
1717172744991,3,10,10,10,242
1717172747191,3,10,10,10,211
1717172749263,3,10,10,10,210
1717172751375,3,10,10,10,212
1717172753459,3,10,10,10,213
1717172755543,3,10,10,10,214
1717172757715,3,10,10,10,212
1717172759799,3,10,10,10,211
1717172761931,3,10,10,10,214
1717172764059,3,10,10,10,211
1717172766143,3,10,10,10,252
1717172768275,3,10,10,10,172
1717172770395,3,10,10,10,212
1717172772507,3,10,10,10,211
1717172774651,3,10,10,10,170
1717172776759,3,10,10,10,240
1717172778867,3,10,10,10,170
1717172780935,3,10,10,10,210
1717172783031,3,10,10,10,171
1717172785187,3,10,10,10,209
1717172787631,3,10,10,10,213
1717172789715,3,10,10,10,170
1717172791807,3,10,10,10,218
1717172793959,3,10,10,10,171
1717172796015,3,10,10,10,170
1717172798203,3,10,10,10,211
1717172800351,3,10,10,10,213
1717172802487,3,10,10,10,210
1717172804583,3,10,10,10,210
1717172806659,3,10,10,10,298
1717172808835,3,10,10,10,210
1717172810923,3,10,10,10,212
1717172814395,3,10,10,10,171
1717172816463,3,10,10,10,171
1717172818631,3,10,10,10,4718
1717172825303,3,10,10,10,211
1717172827411,3,10,10,10,211
1717172829523,3,10,10,10,211
1717172831643,3,10,10,10,168
1717172833715,3,10,10,10,216
1717172835819,3,10,10,10,211
1717172837935,3,10,10,10,212
1717172840043,3,10,10,10,212
1717172842119,3,10,10,10,166
1717172844218,3,10,10,10,240
1717172846351,3,10,10,10,213
1717172848463,3,10,10,10,170
1717172850567,3,10,10,10,168
1717172852635,3,10,10,10,209
1717172854823,3,10,10,10,210
1717172856907,3,10,10,10,169
1717172858967,3,10,10,10,242
1717172861144,3,10,10,10,167
1717172863331,4,10,10,10,224
1717172865635,4,10,10,10,227
1717172867963,4,10,10,10,232
1717172872639,4,10,10,10,230
1717172874999,4,10,10,10,241
1717172877327,4,10,10,10,232
1717172879707,4,10,10,10,250
1717172882115,4,10,10,10,270
1717172884463,4,10,10,10,224
1717172886831,4,10,10,10,232
1717172889135,4,10,10,10,225
1717172891491,4,10,10,10,229
1717172893811,4,10,10,10,225
1717172896199,4,10,10,10,275
1717172898591,4,10,10,10,234
1717172901015,4,10,10,10,229
1717172903367,4,10,10,10,238
1717172905699,4,10,10,10,233
1717172908095,4,10,10,10,221
1717172910447,4,10,10,10,226
1717172912771,4,10,10,10,221
1717172915091,4,10,10,10,222
1717172917455,4,10,10,10,245
1717172919795,4,10,10,10,278
1717172922147,4,10,10,10,222
1717172924515,4,10,10,10,224
1717172926847,4,10,10,10,293
1717172929251,4,10,10,10,238
1717172931575,4,10,10,10,225
1717172933887,4,10,10,10,276
1717172936303,4,10,10,10,233
1717172938623,4,10,10,10,232
1717172940987,4,10,10,10,245
1717172943371,4,10,10,10,248
1717172945703,4,10,10,10,248
1717172948111,4,10,10,10,194
1717172950395,4,10,10,10,229
1717172952715,4,10,10,10,275
1717172955110,4,10,10,10,233
1717172957475,4,10,10,10,221
1717172959799,4,10,10,10,243
1717172962131,4,10,10,10,237
1717172964583,4,10,10,10,229
1717172966899,4,10,10,10,223
1717172969275,4,10,10,10,229
1717172971591,4,10,10,10,230
1717172973923,4,10,10,10,396
1717172976423,4,10,10,10,234
1717172978787,4,10,10,10,239
1717172981119,4,10,10,10,195
1717172983431,4,10,10,10,229
1717172985823,4,10,10,10,205
1717172988143,4,10,10,10,226
1717172990507,4,10,10,10,222
1717172992819,4,10,10,10,289
1717172995199,4,10,10,10,230
1717172997587,4,10,10,10,225
1717172999907,4,10,10,10,228
1717173002215,4,10,10,10,233
1717173004599,4,10,10,10,275
1717173007007,4,10,10,10,221
1717173009359,4,10,10,10,220
1717173011683,4,10,10,10,235
1717173014031,4,10,10,10,275
1717173016443,4,10,10,10,222
1717173018743,4,10,10,10,256
1717173021083,4,10,10,10,222
1717173023451,4,10,10,10,246
1717173025763,4,10,10,10,227
1717173028119,4,10,10,10,236
1717173030455,4,10,10,10,220
1717173032779,4,10,10,10,229
1717173039359,4,10,10,10,226
1717173041743,4,10,10,10,233
1717173044051,4,10,10,10,235
1717173046435,4,10,10,10,230
1717173048735,4,10,10,10,225
1717173051099,4,10,10,10,282
1717173053503,4,10,10,10,239
1717173055823,4,10,10,10,232
1717173058251,4,10,10,10,228
1717173060571,4,10,10,10,223
1717173062879,4,10,10,10,222
1717173065253,4,10,10,10,291
1717173067663,4,10,10,10,223
1717173070039,4,10,10,10,228
1717173072399,4,10,10,10,220
1717173074731,4,10,10,10,231
1717173077087,4,10,10,10,245
1717173079439,4,10,10,10,239
1717173081759,4,10,10,10,269
1717173084139,4,10,10,10,198
1717173086459,4,10,10,10,224
1717173088815,4,10,10,10,225
1717173091122,4,10,10,10,246
1717173093471,4,10,10,10,224
1717173095815,4,10,10,10,234
1717173098099,4,10,10,10,220
1717173100415,4,10,10,10,224
1717173102719,4,10,10,10,259
1717173105083,4,10,10,10,238
1717173108047,5,10,10,10,547
1717173110775,5,10,10,10,460
1717173113379,5,10,10,10,310
1717173115803,5,10,10,10,323
1717173118259,5,10,10,10,324
1717173120667,5,10,10,10,365
1717173123179,5,10,10,10,330
1717173125615,5,10,10,10,357
1717173128079,5,10,10,10,315
1717173130479,5,10,10,10,328
1717173132895,5,10,10,10,321
1717173135299,5,10,10,10,306
1717173137711,5,10,10,10,322
1717173140119,5,10,10,10,315
1717173142527,5,10,10,10,325
1717173144943,5,10,10,10,1062
1717173148115,5,10,10,10,2435
1717173152671,5,10,10,10,9524
1717173164311,5,10,10,10,325
1717173166735,5,10,10,10,302
1717173169183,5,10,10,10,335
1717173171599,5,10,10,10,315
1717173174063,5,10,10,10,496
1717173176655,5,10,10,10,367
1717173179135,5,10,10,10,310
1717173181571,5,10,10,10,317
1717173183963,5,10,10,10,318
1717173186387,5,10,10,10,484
1717173188975,5,10,10,10,285
1717173191339,5,10,10,10,309
1717173193747,5,10,10,10,333
1717173196167,5,10,10,10,307
1717173198575,5,10,10,10,360
1717173201023,5,10,10,10,310
1717173203407,5,10,10,10,371
1717173205875,5,10,10,10,300
1717173208359,5,10,10,10,317
1717173210787,5,10,10,10,305
1717173213151,5,10,10,10,296
1717173215559,5,10,10,10,418
1717173218087,5,10,10,10,323
1717173220503,5,10,10,10,2615
1717173225207,5,10,10,10,311
1717173227611,5,10,10,10,410
1717173230123,5,10,10,10,326
1717173232555,5,10,10,10,310
1717173234955,5,10,10,10,319
1717173237387,5,10,10,10,315
1717173239791,5,10,10,10,345
1717173242267,5,10,10,10,313
1717173244643,5,10,10,10,358
1717173247069,5,10,10,10,355
1717173249511,5,10,10,10,303
1717173251971,5,10,10,10,304
1717173254367,5,10,10,10,1418
1717173257931,5,10,10,10,1091
1717173261127,5,10,10,10,306
1717173263527,5,10,10,10,319
1717173265923,5,10,10,10,379
1717173268431,5,10,10,10,319
1717173270867,5,10,10,10,330
1717173273315,5,10,10,10,320
1717173275695,5,10,10,10,469
1717173278295,5,10,10,10,306
1717173280743,5,10,10,10,332
1717173283155,5,10,10,10,322
1717173285563,5,10,10,10,336
1717173288007,5,10,10,10,310
1717173290423,5,10,10,10,335
1717173292871,5,10,10,10,321
1717173295291,5,10,10,10,360
1717173297731,5,10,10,10,314
1717173300127,5,10,10,10,320
1717173302535,5,10,10,10,350
1717173305015,5,10,10,10,337
1717173307459,5,10,10,10,322
1717173309888,5,10,10,10,316
1717173312267,5,10,10,10,318
1717173314687,5,10,10,10,304
1717173317091,5,10,10,10,309
1717173319511,5,10,10,10,311
1717173321907,5,10,10,10,328
1717173324339,5,10,10,10,333
1717173326751,5,10,10,10,320
1717173329151,5,10,10,10,316
1717173331575,5,10,10,10,324
1717173333975,5,10,10,10,346
1717173336455,5,10,10,10,346
1717173339387,5,10,10,10,675
1717173342179,5,10,10,10,334
1717173344627,5,10,10,10,556
1717173347383,5,10,10,10,349
1717173349839,5,10,10,10,314
1717173352271,5,10,10,10,3264
1717173357695,5,10,10,10,316
1717173360111,5,10,10,10,402
1717173362679,5,10,10,10,365
1717173365151,5,10,10,10,321
1717173367627,5,10,10,10,331
1717173370051,5,10,10,10,333
1717173372503,5,10,10,10,299
1717173374951,6,10,10,10,561
1717173377663,6,10,10,10,393
1717173380191,6,10,10,10,401
1717173382703,6,10,10,10,339
1717173385183,6,10,10,10,2440
1717173389743,6,10,10,10,797
1717173392703,6,10,10,10,598
1717173395419,6,10,10,10,354
1717173397871,6,10,10,10,446
1717173400419,6,10,10,10,370
1717173402911,6,10,10,10,410
1717173405443,6,10,10,10,372
1717173407915,6,10,10,10,357
1717173410395,6,10,10,10,377
1717173412851,6,10,10,10,321
1717173415367,6,10,10,10,344
1717173417827,6,10,10,10,367
1717173420279,6,10,10,10,388
1717173422811,6,10,10,10,358
1717173425327,6,10,10,10,375
1717173427835,6,10,10,10,349
1717173430335,6,10,10,10,423
1717173432855,6,10,10,10,368
1717173435342,6,10,10,10,3261
1717173440711,6,10,10,10,1830
1717173444695,6,10,10,10,13615
1717173460407,6,10,10,10,330
1717173462863,6,10,10,10,375
1717173465347,6,10,10,10,338
1717173467787,6,10,10,10,358
1717173470255,6,10,10,10,354
1717173472731,6,10,10,10,374
1717173475235,6,10,10,10,362
1717173477683,6,10,10,10,444
1717173480539,6,10,10,10,417
1717173483083,6,10,10,10,361
1717173485643,6,10,10,10,404
1717173488183,6,10,10,10,479
1717173490775,6,10,10,10,372
1717173493291,6,10,10,10,376
1717173495823,6,10,10,10,380
1717173498292,6,10,10,10,412
1717173500804,6,10,10,10,348
1717173503267,6,10,10,10,372
1717173505755,6,10,10,10,400
1717173508279,6,10,10,10,337
1717173510699,6,10,10,10,353
1717173513151,6,10,10,10,374
1717173515623,6,10,10,10,410
1717173518151,6,10,10,10,341
1717173520615,6,10,10,10,337
1717173523083,6,10,10,10,367
1717173525559,6,10,10,10,421
1717173528111,6,10,10,10,362
1717173530603,6,10,10,10,377
1717173533099,6,10,10,10,347
1717173535591,6,10,10,10,360
1717173538043,6,10,10,10,342
1717173540523,6,10,10,10,393
1717173543015,6,10,10,10,1552
1717173546651,6,10,10,10,6338
1717173555095,6,10,10,10,384
1717173557563,6,10,10,10,401
1717173560035,6,10,10,10,394
1717173562543,6,10,10,10,363
1717173565051,6,10,10,10,383
1717173567563,6,10,10,10,394
1717173570119,6,10,10,10,355
1717173572555,6,10,10,10,326
1717173574975,6,10,10,10,480
1717173577563,6,10,10,10,389
1717173580051,6,10,10,10,377
1717173582531,6,10,10,10,356
1717173584995,6,10,10,10,357
1717173587443,6,10,10,10,331
1717173589883,6,10,10,10,362
1717173592379,6,10,10,10,460
1717173594927,6,10,10,10,377
1717173597419,6,10,10,10,362
1717173599891,6,10,10,10,1427
1717173603431,6,10,10,10,339
1717173605919,6,10,10,10,389
1717173608431,6,10,10,10,393
1717173610959,6,10,10,10,336
1717173613423,6,10,10,10,394
1717173615919,6,10,10,10,411
1717173618499,6,10,10,10,364
1717173620959,6,10,10,10,335
1717173623399,6,10,10,10,339
1717173625827,6,10,10,10,358
1717173628279,6,10,10,10,357
1717173630779,6,10,10,10,366
1717173633251,6,10,10,10,353
1717173635727,6,10,10,10,358
1717173638203,6,10,10,10,351
1717173640663,6,10,10,10,402
1717173643163,6,10,10,10,378
1717173645667,6,10,10,10,2734
1717173650515,6,10,10,10,634
1717173653259,6,10,10,10,391
1717173655766,6,10,10,10,5081
1717173662967,7,10,10,10,382
1717173665447,7,10,10,10,345
1717173667935,7,10,10,10,388
1717173670431,7,10,10,10,399
1717173672935,7,10,10,10,391
1717173675443,7,10,10,10,367
1717173677979,7,10,10,10,371
1717173680475,7,10,10,10,396
1717173683099,7,10,10,10,372
