ts,size,n,m,p,totaltime
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1717154410816,2,250,250,250,2108
1717154415747,2,250,250,250,2115
1717154420905,2,250,250,250,2129
1717154425854,2,250,250,250,2120
1717154430729,2,250,250,250,2100
1717154435638,2,250,250,250,2124
1717154440690,2,250,250,250,2122
1717154445680,2,250,250,250,2118
1717154450759,2,250,250,250,2310
1717154457157,2,250,250,250,7722
1717154467996,2,250,250,250,2357
1717154473065,2,250,250,250,2437
1717154478176,2,250,250,250,2221
1717154483175,2,250,250,250,2141
1717154488030,2,250,250,250,2159
1717154492975,2,250,250,250,2192
1717154497894,2,250,250,250,3109
1717154515402,2,250,250,250,2192
1717154520451,2,250,250,250,2311
1717154525571,2,250,250,250,2292
1717154530693,2,250,250,250,2289
1717154535707,2,250,250,250,2246
1717154540705,2,250,250,250,3691
1717154547091,2,250,250,250,2647
1717154552487,2,250,250,250,2112
1717154558934,2,250,250,250,2106
1717154566373,2,250,250,250,2747
1717154571831,2,250,250,250,3865
1717154578544,2,250,250,250,2476
1717154583820,2,250,250,250,2122
1717154588703,2,250,250,250,2126
1717154594436,2,250,250,250,2110
1717154599941,2,250,250,250,2110
1717154604993,2,250,250,250,2123
1717154610088,2,250,250,250,2123
1717154615210,2,250,250,250,7082
1717154625061,2,250,250,250,2112
1717154631280,2,250,250,250,2119
1717154636368,2,250,250,250,2104
1717154641421,2,250,250,250,2119
1717154647187,2,250,250,250,2119
1717154652319,2,250,250,250,2116
1717154658252,2,250,250,250,2380
1717154669436,2,250,250,250,2105
1717154675448,2,250,250,250,2661
1717154680884,2,250,250,250,2790
1717154686365,2,250,250,250,3882
1717154693280,2,250,250,250,2130
1717154708153,2,250,250,250,2176
1717154713393,2,250,250,250,2112
1717154718383,2,250,250,250,2108
1717154723451,2,250,250,250,2105
1717154728443,2,250,250,250,2109
1717154733755,2,250,250,250,2118
1717154739079,2,250,250,250,2118
1717154748441,2,250,250,250,2376
1717154755149,2,250,250,250,2124
1717154760030,2,250,250,250,2120
1717154765236,2,250,250,250,2110
1717154770377,2,250,250,250,2126
1717154777150,2,250,250,250,2128
1717154782349,2,250,250,250,3094
1717154789214,2,250,250,250,2099
1717154796072,2,250,250,250,2107
1717154801122,2,250,250,250,2123
1717154807238,2,250,250,250,2111
1717154814322,2,250,250,250,3005
1717154820124,2,250,250,250,2241
1717154825299,2,250,250,250,9024
1717154837253,2,250,250,250,2103
1717154842246,2,250,250,250,2108
1717154847176,2,250,250,250,2137
1717154852243,2,250,250,250,2133
1717154860631,2,250,250,250,2441
1717154865808,2,250,250,250,7163
1717154875748,2,250,250,250,2347
1717154880786,2,250,250,250,2254
1717154885748,2,250,250,250,2957
1717154891410,2,250,250,250,2666
1717154896828,2,250,250,250,2686
1717154902205,2,250,250,250,2109
1717154907211,2,250,250,250,2459
1717154918841,2,250,250,250,2121
1717154925855,2,250,250,250,2126
1717154932462,2,250,250,250,2246
1717154937521,2,250,250,250,2390
1717154942647,2,250,250,250,2359
1717154947788,2,250,250,250,2121
1717154955850,2,250,250,250,2120
1717154960945,2,250,250,250,2122
1717154966069,2,250,250,250,2139
1717154971165,2,250,250,250,2114
1717154976217,2,250,250,250,2109
1717154982815,2,250,250,250,3314
1717154993220,2,250,250,250,2124
1717154998622,2,250,250,250,2121
1717155003763,2,250,250,250,2119
1717155012577,2,250,250,250,2572
1717155017888,2,250,250,250,2329
1717155022994,2,250,250,250,2424
1717155029638,2,250,250,250,2112
1717155035991,3,250,250,250,1394
1717155040399,3,250,250,250,1510
1717155044455,3,250,250,250,1507
1717155049347,3,250,250,250,1428
1717155053587,3,250,250,250,1800
1717155057971,3,250,250,250,14103
1717155074687,3,250,250,250,1337
1717155078727,3,250,250,250,1310
1717155084959,3,250,250,250,1293
1717155089011,3,250,250,250,1445
1717155093215,3,250,250,250,1415
1717155097179,3,250,250,250,1412
1717155101387,3,250,250,250,2156
1717155106087,3,250,250,250,1532
1717155113039,3,250,250,250,1471
1717155117243,3,250,250,250,3961
1717155125315,3,250,250,250,1376
1717155129955,3,250,250,250,1468
1717155134155,3,250,250,250,1377
1717155138023,3,250,250,250,1614
1717155142251,3,250,250,250,4094
1717155148871,3,250,250,250,1457
1717155158715,3,250,250,250,1625
1717155162907,3,250,250,250,2719
1717155168243,3,250,250,250,2570
1717155173347,3,250,250,250,2581
1717155178487,3,250,250,250,3502
1717155184519,3,250,250,250,1595
1717155189091,3,250,250,250,1714
1717155202159,3,250,250,250,1341
1717155206007,3,250,250,250,1413
1717155209995,3,250,250,250,1581
1717155214139,3,250,250,250,1460
1717155218235,3,250,250,250,1403
1717155222384,3,250,250,250,1427
1717155226351,3,250,250,250,2336
1717155246591,3,250,250,250,1510
1717155250691,3,250,250,250,1410
1717155254663,3,250,250,250,1477
1717155258767,3,250,250,250,1392
1717155262659,3,250,250,250,1598
1717155266775,3,250,250,250,1607
1717155270911,3,250,250,250,1444
1717155275175,3,250,250,250,1556
1717155292108,3,250,250,250,1314
1717155296055,3,250,250,250,1259
1717155300227,3,250,250,250,1754
1717155304543,3,250,250,250,2001
1717155309163,3,250,250,250,1404
1717155314895,3,250,250,250,3134
1717155320615,3,250,250,250,1715
1717155324955,3,250,250,250,2160
1717155334855,3,250,250,250,1684
1717155339175,3,250,250,250,1339
1717155343207,3,250,250,250,1480
1717155347979,3,250,250,250,1463
1717155352763,3,250,250,250,1290
1717155356687,3,250,250,250,1350
1717155361591,3,250,250,250,1341
1717155365785,3,250,250,250,3869
1717155373775,3,250,250,250,1404
1717155378007,3,250,250,250,1347
1717155381875,3,250,250,250,1383
1717155386587,3,250,250,250,1714
1717155390815,3,250,250,250,3848
1717155397247,3,250,250,250,1395
1717155401327,3,250,250,250,22126
1717155433903,3,250,250,250,1345
1717155438163,3,250,250,250,1336
1717155442067,3,250,250,250,1350
1717155446283,3,250,250,250,2029
1717155450883,3,250,250,250,1678
1717155455091,3,250,250,250,1426
1717155459099,3,250,250,250,1292
1717155463171,3,250,250,250,1292
1717155467055,3,250,250,250,1846
1717155471515,3,250,250,250,2478
1717155476655,3,250,250,250,2865
1717155482115,3,250,250,250,1486
1717155486200,3,250,250,250,2464
1717155491219,3,250,250,250,1592
1717155496339,3,250,250,250,3428
1717155502419,3,250,250,250,1482
1717155506503,3,250,250,250,1704
1717155510787,3,250,250,250,1487
1717155514987,3,250,250,250,1337
1717155518955,3,250,250,250,1423
1717155523143,3,250,250,250,2221
1717155529339,3,250,250,250,1414
1717155533315,3,250,250,250,1440
1717155541399,3,250,250,250,1466
1717155546123,3,250,250,250,1388
1717155554003,3,250,250,250,1770
1717155558399,3,250,250,250,2098
1717155563175,3,250,250,250,1533
1717155567727,3,250,250,250,1574
1717155571947,3,250,250,250,1426
1717155576271,3,250,250,250,1466
1717155580479,3,250,250,250,1291
1717155584287,3,250,250,250,1470
1717155588499,3,250,250,250,2313
1717155593459,4,250,250,250,2482
1717155598915,4,250,250,250,2122
1717155604731,4,250,250,250,1353
1717155609419,4,250,250,250,1456
1717155616863,4,250,250,250,1416
1717155625047,4,250,250,250,1372
1717155629707,4,250,250,250,3516
1717155636640,4,250,250,250,1546
1717155641911,4,250,250,250,1493
1717155646759,4,250,250,250,1346
1717155650999,4,250,250,250,1810
1717155659311,4,250,250,250,2130
1717155664423,4,250,250,250,1938
1717155669279,4,250,250,250,3690
1717155675915,4,250,250,250,2277
1717155684919,4,250,250,250,2392
1717155690327,4,250,250,250,1624
1717155694959,4,250,250,250,1651
1717155699563,4,250,250,250,1625
1717155704039,4,250,250,250,1402
1717155708703,4,250,250,250,1396
1717155713151,4,250,250,250,7166
1717155729251,4,250,250,250,1424
1717155733775,4,250,250,250,1590
1717155738364,4,250,250,250,1970
1717155743375,4,250,250,250,1689
1717155748123,4,250,250,250,2074
1717155753111,4,250,250,250,2813
1717155758903,4,250,250,250,1337
1717155769083,4,250,250,250,1420
1717155773391,4,250,250,250,1677
1717155777995,4,250,250,250,2002
1717155783035,4,250,250,250,3875
1717155790003,4,250,250,250,1407
1717155794371,4,250,250,250,1606
1717155802559,4,250,250,250,1510
1717155815607,4,250,250,250,1508
1717155820131,4,250,250,250,1433
1717155824947,4,250,250,250,1476
1717155829587,4,250,250,250,1746
1717155834207,4,250,250,250,1643
1717155838727,4,250,250,250,1583
1717155843207,4,250,250,250,1585
1717155848871,4,250,250,250,1618
1717155860651,4,250,250,250,1448
1717155865367,4,250,250,250,1514
1717155869859,4,250,250,250,1934
1717155874787,4,250,250,250,1408
1717155879047,4,250,250,250,3059
1717155884987,4,250,250,250,1800
1717155889627,4,250,250,250,9608
1717155902311,4,250,250,250,1694
1717155907043,4,250,250,250,1493
1717155911407,4,250,250,250,1345
1717155915599,4,250,250,250,1545
1717155920307,4,250,250,250,1415
1717155924727,4,250,250,250,1372
1717155929427,4,250,250,250,1384
1717155934179,4,250,250,250,7846
1717155949011,4,250,250,250,2714
1717155954763,4,250,250,250,1813
1717155959691,4,250,250,250,1578
1717155964279,4,250,250,250,2023
1717155969175,4,250,250,250,1486
1717155973695,4,250,250,250,1327
1717155978167,4,250,250,250,1348
1717155982687,4,250,250,250,4484
1717155992775,4,250,250,250,1390
1717155997791,4,250,250,250,1493
1717156004163,4,250,250,250,1479
1717156010559,4,250,250,250,2152
1717156015635,4,250,250,250,1503
1717156020095,4,250,250,250,2140
1717156025723,4,250,250,250,1973
1717156030795,4,250,250,250,4881
1717156039223,4,250,250,250,1548
1717156044527,4,250,250,250,1587
1717156049763,4,250,250,250,1451
1717156054219,4,250,250,250,6835
1717156064107,4,250,250,250,1467
1717156068695,4,250,250,250,1494
1717156073487,4,250,250,250,1461
1717156078619,4,250,250,250,1470
1717156083111,4,250,250,250,1575
1717156087679,4,250,250,250,1578
1717156092367,4,250,250,250,1482
1717156097083,4,250,250,250,1763
1717156105347,4,250,250,250,1424
1717156109947,4,250,250,250,1414
1717156114363,4,250,250,250,1401
1717156123395,4,250,250,250,2304
1717156128715,4,250,250,250,2769
1717156134347,4,250,250,250,10396
1717156155727,4,250,250,250,1515
1717156160307,4,250,250,250,1416
1717156164667,4,250,250,250,1457
1717156169475,4,250,250,250,1457
1717156174263,4,250,250,250,2109
1717156179315,4,250,250,250,1903
1717156184104,4,250,250,250,1589
1717156188679,4,250,250,250,2053
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1717161689682,2,500,500,500,5848
1717161701315,2,500,500,500,5785
1717161712886,2,500,500,500,5680
1717161724475,2,500,500,500,10581
1717161740873,2,500,500,500,7103
1717161754498,2,500,500,500,5987
1717161766585,2,500,500,500,6249
1717161778867,2,500,500,500,5759
1717161792915,2,500,500,500,8701
1717161808514,2,500,500,500,9283
1717161823525,2,500,500,500,8002
1717161838807,2,500,500,500,6535
1717161850836,2,500,500,500,6671
1717161865525,2,500,500,500,5877
1717161877736,2,500,500,500,5602
1717161889082,2,500,500,500,14213
1717161909649,2,500,500,500,5863
1717161921609,2,500,500,500,5684
1717161933005,2,500,500,500,5655
1717161964708,2,500,500,500,5923
1717161976699,2,500,500,500,5803
1717161988270,2,500,500,500,6242
1717162000422,2,500,500,500,6596
1717162013855,2,500,500,500,16171
1717162035968,2,500,500,500,6067
1717162049034,2,500,500,500,8360
1717162063115,2,500,500,500,6340
1717162078414,2,500,500,500,5603
1717162090050,2,500,500,500,7037
1717162104350,2,500,500,500,20539
1717162130698,2,500,500,500,5621
1717162141994,2,500,500,500,5469
1717162154360,2,500,500,500,12286
1717162172491,2,500,500,500,6005
1717162184237,2,500,500,500,5997
1717162196554,2,500,500,500,8515
1717162210894,2,500,500,500,5643
1717162222363,2,500,500,500,6144
1717162236760,2,500,500,500,14521
1717162257690,2,500,500,500,5634
1717162269364,2,500,500,500,5576
1717162280741,2,500,500,500,11757
1717162298401,2,500,500,500,5665
1717162310264,2,500,500,500,8784
1717162324814,2,500,500,500,5595
1717162343948,2,500,500,500,8985
1717162359092,2,500,500,500,7693
1717162380450,2,500,500,500,5873
1717162393307,2,500,500,500,6364
1717162405430,2,500,500,500,5677
1717162416952,2,500,500,500,5643
1717162428935,2,500,500,500,6017
1717162442645,2,500,500,500,5725
1717162458327,2,500,500,500,5697
1717162471927,2,500,500,500,6065
1717162484249,2,500,500,500,5871
1717162496780,2,500,500,500,5730
1717162508552,2,500,500,500,7286
1717162522888,2,500,500,500,5610
1717162542161,2,500,500,500,10720
1717162558677,2,500,500,500,5849
1717162570326,2,500,500,500,5900
1717162584084,2,500,500,500,6104
1717162595718,2,500,500,500,8035
1717162610902,2,500,500,500,6002
1717162623233,2,500,500,500,6228
1717162635281,2,500,500,500,27792
1717162668692,2,500,500,500,5460
1717162679860,2,500,500,500,5562
1717162691313,2,500,500,500,13697
1717162710613,2,500,500,500,5552
1717162721837,2,500,500,500,5821
1717162734201,2,500,500,500,6406
1717162757168,2,500,500,500,6094
1717162769829,2,500,500,500,5665
1717162781062,2,500,500,500,5616
1717162799676,2,500,500,500,7287
1717162814108,2,500,500,500,6576
1717162826702,2,500,500,500,5652
1717162844224,2,500,500,500,5487
1717162855540,2,500,500,500,5575
1717162866861,2,500,500,500,6607
1717162880421,2,500,500,500,10089
1717162896624,2,500,500,500,6934
1717162909119,2,500,500,500,5833
1717162928714,2,500,500,500,6273
1717162940557,2,500,500,500,6165
1717162953447,2,500,500,500,8857
1717162968524,2,500,500,500,9763
1717162984128,2,500,500,500,5603
1717162996091,2,500,500,500,7132
1717163010778,2,500,500,500,6370
1717163030219,2,500,500,500,5593
1717163042572,2,500,500,500,5581
1717163053958,2,500,500,500,14932
1717163074821,2,500,500,500,5690
1717163086877,2,500,500,500,5754
1717163100579,2,500,500,500,8160
1717163116699,2,500,500,500,5728
1717163128065,2,500,500,500,6010
1717163139969,2,500,500,500,8282
1717163154931,3,500,500,500,3680
1717163164139,3,500,500,500,6502
1717163175027,3,500,500,500,10434
1717163197987,3,500,500,500,3987
1717163206243,3,500,500,500,3887
1717163215387,3,500,500,500,7149
1717163226915,3,500,500,500,5763
1717163240851,3,500,500,500,4084
1717163250699,3,500,500,500,3451
1717163259583,3,500,500,500,3824
1717163268467,3,500,500,500,5625
1717163285823,3,500,500,500,3896
1717163294723,3,500,500,500,3807
1717163302815,3,500,500,500,3446
1717163317794,3,500,500,500,3932
1717163326879,3,500,500,500,3731
1717163335099,3,500,500,500,6786
1717163346135,3,500,500,500,6533
1717163359003,3,500,500,500,4224
1717163378479,3,500,500,500,3298
1717163386275,3,500,500,500,3982
1717163394627,3,500,500,500,3581
1717163403571,3,500,500,500,8734
1717163418923,3,500,500,500,7323
1717163430507,3,500,500,500,4658
1717163440539,3,500,500,500,3733
1717163453083,3,500,500,500,5523
1717163463223,3,500,500,500,5149
1717163472563,3,500,500,500,7618
1717163486323,3,500,500,500,4988
1717163497575,3,500,500,500,4251
1717163506119,3,500,500,500,3891
1717163515295,3,500,500,500,7282
1717163526867,3,500,500,500,5727
1717163543239,3,500,500,500,5254
1717163554167,3,500,500,500,6432
1717163565575,3,500,500,500,9426
1717163579295,3,500,500,500,3820
1717163587358,3,500,500,500,6765
1717163599463,3,500,500,500,4407
1717163609057,3,500,500,500,4511
1717163622011,3,500,500,500,3736
1717163634383,3,500,500,500,4340
1717163643087,3,500,500,500,3274
1717163650779,3,500,500,500,5391
1717163668199,3,500,500,500,3668
1717163676303,3,500,500,500,5928
1717163686915,3,500,500,500,4999
1717163698923,3,500,500,500,3894
1717163712315,3,500,500,500,4307
1717163722671,3,500,500,500,3429
1717163731187,3,500,500,500,20339
1717163755836,3,500,500,500,4162
1717163765203,3,500,500,500,6136
1717163775703,3,500,500,500,6604
1717163787543,3,500,500,500,11454
1717163803343,3,500,500,500,4005
1717163814843,3,500,500,500,3865
1717163826111,3,500,500,500,13233
1717163843715,3,500,500,500,3830
1717163852071,3,500,500,500,4121
1717163860483,3,500,500,500,3692
1717163869395,3,500,500,500,19151
1717163893192,3,500,500,500,4513
1717163902359,3,500,500,500,5749
1717163912507,3,500,500,500,4927
1717163921819,3,500,500,500,7623
1717163937115,3,500,500,500,3844
1717163945911,3,500,500,500,4085
1717163954527,3,500,500,500,7086
1717163966259,3,500,500,500,17906
1717163988515,3,500,500,500,6718
1717163999847,3,500,500,500,5365
1717164010799,3,500,500,500,4845
1717164039532,3,500,500,500,4550
1717164048427,3,500,500,500,3676
1717164056475,3,500,500,500,3660
1717164064591,3,500,500,500,3817
1717164072688,3,500,500,500,4540
1717164084055,3,500,500,500,3561
1717164092323,3,500,500,500,3765
1717164100715,3,500,500,500,5671
1717164110895,3,500,500,500,12651
1717164129223,3,500,500,500,3537
1717164138211,3,500,500,500,3904
1717164147211,3,500,500,500,5555
1717164157139,3,500,500,500,4933
1717164176591,3,500,500,500,3763
1717164185191,3,500,500,500,4102
1717164195459,3,500,500,500,5425
1717164205879,3,500,500,500,3720
1717164223351,3,500,500,500,4498
1717164232155,3,500,500,500,3473
1717164243679,3,500,500,500,4475
1717164252479,3,500,500,500,4302
1717164261603,3,500,500,500,3341
1717164270207,3,500,500,500,4024
1717164279007,3,500,500,500,3998
1717164296155,3,500,500,500,4296
1717164305551,3,500,500,500,5745
1717164316075,3,500,500,500,4348
1717164324895,4,500,500,500,4573
1717164334515,4,500,500,500,3710
1717164345963,4,500,500,500,4174
1717164354903,4,500,500,500,3031
1717164364203,4,500,500,500,3338
1717164373247,4,500,500,500,22853
1717164401079,4,500,500,500,3102
1717164410095,4,500,500,500,3417
1717164419031,4,500,500,500,4143
1717164428331,4,500,500,500,3673
1717164447579,4,500,500,500,3342
1717164456043,4,500,500,500,3524
1717164465411,4,500,500,500,4161
1717164474695,4,500,500,500,8903
1717164488755,4,500,500,500,3207
1717164510855,4,500,500,500,3447
1717164519563,4,500,500,500,3886
1717164528295,4,500,500,500,3297
1717164542223,4,500,500,500,3906
1717164553679,4,500,500,500,3359
1717164562683,4,500,500,500,3195
1717164571967,4,500,500,500,3443
1717169435503,4,500,500,500,3635
1717169444911,4,500,500,500,3989
1717169453775,4,500,500,500,4122
1717169463091,4,500,500,500,3168
1717169472367,4,500,500,500,11828
1717169496003,4,500,500,500,3906
1717169504971,4,500,500,500,3267
1717169512923,4,500,500,500,3557
1717169521787,4,500,500,500,3816
1717169531212,4,500,500,500,4697
1717169540843,4,500,500,500,4891
1717169550763,4,500,500,500,4316
1717169565423,4,500,500,500,3587
1717169574791,4,500,500,500,5789
1717169585835,4,500,500,500,5100
1717169596327,4,500,500,500,17743
1717169619699,4,500,500,500,4176
1717169629035,4,500,500,500,3753
1717169637571,4,500,500,500,3281
1717169646555,4,500,500,500,8129
1717169659723,4,500,500,500,5257
1717169669939,4,500,500,500,4606
1717169679339,4,500,500,500,6784
1717169698363,4,500,500,500,3279
1717169711363,4,500,500,500,3551
1717169720611,4,500,500,500,5787
1717169731215,4,500,500,500,3329
1717169744811,4,500,500,500,3280
1717169757455,4,500,500,500,3914
1717169769643,4,500,500,500,4018
1717169778791,4,500,500,500,3260
1717169787471,4,500,500,500,5470
1717169804971,4,500,500,500,3608
1717169814351,4,500,500,500,3508
1717169822947,4,500,500,500,3475
1717169831739,4,500,500,500,9203
1717169853899,4,500,500,500,3593
1717169862375,4,500,500,500,5097
1717169874023,4,500,500,500,4225
1717169883119,4,500,500,500,4125
1717169900487,4,500,500,500,6518
1717169913727,4,500,500,500,3558
1717169922555,4,500,500,500,15547
1717169943883,4,500,500,500,3234
1717169952455,4,500,500,500,3439
1717169961123,4,500,500,500,5794
1717169971975,4,500,500,500,18743
1717169995375,4,500,500,500,3414
1717170007991,4,500,500,500,3551
1717170016443,4,500,500,500,4746
1717170025875,4,500,500,500,4069
1717170034787,4,500,500,500,4632
1717170046203,4,500,500,500,7293
1717170059247,4,500,500,500,3839
1717170068391,4,500,500,500,17247
1717170090699,4,500,500,500,3733
1717170099479,4,500,500,500,4912
1717170109583,4,500,500,500,4017
1717170118503,4,500,500,500,3364
1717170141239,4,500,500,500,4235
1717170151039,4,500,500,500,4825
1717170160587,4,500,500,500,3340
1717170170691,4,500,500,500,3332
1717170179827,4,500,500,500,7567
1717170197131,4,500,500,500,7032
1717170208863,4,500,500,500,3626
1717170218311,4,500,500,500,9364
1717170232967,4,500,500,500,3411
1717170248043,4,500,500,500,3533
1717170256631,4,500,500,500,3571
1717170265303,4,500,500,500,3368
1717170276483,4,500,500,500,3975
1717170290059,4,500,500,500,3785
1717170300915,4,500,500,500,3254
1717170309435,4,500,500,500,3668
1717170318095,4,500,500,500,13688
1717170336875,4,500,500,500,5214
1717170350579,4,500,500,500,3434
1717170359899,4,500,500,500,4039
1717170376171,4,500,500,500,4747
1717170390539,4,500,500,500,3898
1717170399739,4,500,500,500,3178
1717170410107,4,500,500,500,3286
1717170418807,4,500,500,500,8233
1717170433571,4,500,500,500,4632
1717170445623,4,500,500,500,4289
1717170454819,4,500,500,500,3661
1717170469143,4,500,500,500,3992
1717170481351,4,500,500,500,4655
1717170492047,4,500,500,500,3776
1717170502163,4,500,500,500,3695
1717170511259,4,500,500,500,10989
1717170528151,4,500,500,500,3514
1717170536567,4,500,500,500,3406
1717170548431,4,500,500,500,4283
1717170557675,4,500,500,500,3877
1717170576983,4,500,500,500,3462
1717170585475,4,500,500,500,5080
1717170596755,4,500,500,500,4201
1717170613883,4,500,500,500,9266
1717170632419,4,500,500,500,3987
1717191422181,5,10,10,10,573
1717191424902,5,10,10,10,302
1717191427290,5,10,10,10,338
1717191429714,5,10,10,10,417
1717191432302,5,10,10,10,318
1717191434746,5,10,10,10,568
1717191437458,5,10,10,10,298
1717191439870,5,10,10,10,305
1717191442274,5,10,10,10,298
1717191444738,5,10,10,10,298
1717191447166,5,10,10,10,303
1717191449566,5,10,10,10,314
1717191451978,5,10,10,10,325
1717191454438,5,10,10,10,517
1717191457070,5,10,10,10,305
1717191459470,5,10,10,10,365
1717191462026,5,10,10,10,320
1717191464438,5,10,10,10,326
1717191466878,5,10,10,10,303
1717191469326,5,10,10,10,310
1717191471726,5,10,10,10,299
1717191474102,5,10,10,10,366
1717191476590,5,10,10,10,329
1717191478998,5,10,10,10,447
1717191481698,5,10,10,10,337
1717191484110,5,10,10,10,320
1717191486522,5,10,10,10,328
1717191488910,5,10,10,10,316
1717191491882,5,10,10,10,305
1717191494302,5,10,10,10,315
1717191496718,5,10,10,10,317
1717191499190,5,10,10,10,365
1717191501650,5,10,10,10,362
1717191504098,5,10,10,10,432
1717191506658,5,10,10,10,322
1717191509062,5,10,10,10,308
1717191511462,5,10,10,10,415
1717191514002,5,10,10,10,442
1717191516514,5,10,10,10,306
1717191518938,5,10,10,10,301
1717191521354,5,10,10,10,372
